t[s](1)              T[K](2)              P[Pa](3)             V[m3](4)             rho[kg/m3](5)        MW[kg/kmol](6)       Qgas[W/m3](7)        Qsurf[W/m2](8)       bulk[kg](9)          D[kg](10)            DIAMOND(11)          CH(S)_z(12)          C(S,R)_z(13)         CH3(S)_z(14)         CH2(S)_z(15)         CH3_x(16)            C2H6_x(17)           CH4_x(18)            H_x(19)              H2_x(20)             CH3_w(21)            C2H6_w(22)           CH4_w(23)            H_w(24)              H2_w(25)             
3.151765036903e+04   2.500000000000e+03   2.287700850220e+04   1.000000000000e-04   2.162559471016e-03   1.964911491709e+00   -5.580907795364e+02  5.580909181580e+01   1.170426105185e-07   1.170426105185e-07   5.220000000000e-08   9.999812516279e-01   1.659067084111e-07   9.290749317236e-06   9.291716381770e-06   2.380498728916e-05   2.957234565590e-11   1.852998482079e-05   5.124839080203e-02   9.487092741963e-01   1.821496687930e-04   4.525600372077e-10   1.512925864591e-04   2.629043546098e-02   9.733761218313e-01   
3.528093349593e+04   2.500000000000e+03   2.287743578884e+04   1.000000000000e-04   2.162223695963e-03   1.964569711586e+00   -5.581035900763e+02  5.581037085463e+01   1.170761871597e-07   1.170761871597e-07   5.220000000000e-08   9.999924013043e-01   1.659094830539e-07   3.716199988608e-06   3.716586795032e-06   9.521556115841e-06   4.731227344971e-12   7.411870291336e-06   5.124826148716e-02   9.487348050817e-01   7.286918492607e-05   7.241687726955e-11   6.052655321329e-05   2.629494291053e-02   9.735716612790e-01   
3.904421662284e+04   2.500000000000e+03   2.287760663034e+04   1.000000000000e-04   2.162089387758e-03   1.964433011044e+00   -5.581086944586e+02  5.581087561536e+01   1.170896183322e-07   1.170896183322e-07   5.220000000000e-08   9.999968610428e-01   1.659105928781e-07   1.486446304749e-06   1.486601022407e-06   3.808506351667e-06   7.569559552974e-13   2.964692983342e-06   5.124820363299e-02   9.487450231669e-01   2.914881374944e-05   1.158688793985e-11   2.421185579077e-05   2.629674303094e-02   9.736498962880e-01   
4.280749974974e+04   2.500000000000e+03   2.287767495382e+04   1.000000000000e-04   2.162035665412e-03   1.964378333376e+00   -5.581107445478e+02  5.581107636308e+01   1.170949907076e-07   1.170949907076e-07   5.220000000000e-08   9.999986448961e-01   1.659110367973e-07   5.945660184062e-07   5.946279039451e-07   1.523365711026e-06   1.211074441749e-13   1.185854186243e-06   5.124817945977e-02   9.487491113202e-01   1.165956815043e-05   1.853869348195e-12   9.684823989129e-06   2.629746258580e-02   9.736811930202e-01   
4.657078287665e+04   2.500000000000e+03   2.287770228074e+04   1.000000000000e-04   2.162014176881e-03   1.964356462982e+00   -5.581115571366e+02  5.581115647239e+01   1.170971396170e-07   1.170971396170e-07   5.220000000000e-08   9.999993584227e-01   1.659112143613e-07   2.378215603568e-07   2.378463140323e-07   6.093330966573e-07   1.937637644872e-14   4.743323162216e-07   5.124816962216e-02   9.487507467124e-01   4.663778247620e-06   2.966099281164e-13   3.873896296988e-06   2.629775032357e-02   9.736937120016e-01   
5.033406600355e+04   2.500000000000e+03   2.287771321098e+04   1.000000000000e-04   2.162005581637e-03   1.964347715037e+00   -5.581118818254e+02  5.581118848510e+01   1.170980009089e-07   1.170980009089e-07   5.220000000000e-08   9.999996438273e-01   1.659112853854e-07   9.512670997462e-08   9.513661123984e-08   2.437282111188e-07   3.100094205826e-15   1.897291581450e-07   5.124816566000e-02   9.487514008826e-01   1.865481126318e-06   4.745587065385e-14   1.549534643143e-06   2.629786540371e-02   9.736987195805e-01   
5.409734913046e+04   2.500000000000e+03   2.287771758294e+04   1.000000000000e-04   2.162002143607e-03   1.964344215935e+00   -5.581120116383e+02  5.581120128508e+01   1.170983429759e-07   1.170983429759e-07   5.220000000000e-08   9.999997579874e-01   1.659113137945e-07   3.804992226589e-08   3.805388269182e-08   9.748931308921e-08   4.959950305926e-16   7.589015192024e-08   5.124816407080e-02   9.487516625497e-01   7.461786910402e-07   7.592646023701e-15   6.198026180867e-07   2.629791143281e-02   9.737007225859e-01   
5.786063225736e+04   2.500000000000e+03   2.287771933168e+04   1.000000000000e-04   2.162000768423e-03   1.964342816323e+00   -5.581120635469e+02  5.581120640418e+01   1.170984804980e-07   1.170984804980e-07   5.220000000000e-08   9.999998036503e-01   1.659113251579e-07   1.521966485102e-08   1.522124898960e-08   3.899494304882e-08   7.935603368099e-17   3.035545559942e-08   5.124816343443e-02   9.487517672152e-01   2.984657022534e-07   1.214775684682e-15   2.479162814028e-07   2.629792984376e-02   9.737015237743e-01   
6.162391538427e+04   2.500000000000e+03   2.287772003116e+04   1.000000000000e-04   2.162000218360e-03   1.964342256490e+00   -5.581120843218e+02  5.581120845165e+01   1.170985355057e-07   1.170985355057e-07   5.220000000000e-08   9.999998219150e-01   1.659113297032e-07   6.087744421446e-09   6.088378064206e-09   1.559766536561e-08   1.269645681938e-17   1.214194007380e-08   5.124816317978e-02   9.487518090806e-01   1.193839280083e-07   1.943563797987e-16   9.916456302717e-08   2.629793720794e-02   9.737018442436e-01   
6.546270664858e+04   2.500000000000e+03   2.287772031435e+04   1.000000000000e-04   2.161999995667e-03   1.964342029841e+00   -5.581120927393e+02  5.581120928053e+01   1.170985577756e-07   1.170985577756e-07   5.220000000000e-08   9.999998293093e-01   1.659113315433e-07   2.390689181417e-09   2.390938016251e-09   6.125284961917e-09   1.958011731393e-18   4.768203617395e-09   5.124816307666e-02   9.487518260298e-01   4.688269982444e-08   2.997309572578e-17   3.894244905067e-08   2.629794018932e-02   9.737019739856e-01   
6.998107114950e+04   2.500000000000e+03   2.287772043652e+04   1.000000000000e-04   2.161999899590e-03   1.964341932058e+00   -5.581120963590e+02  5.581120963813e+01   1.170985691284e-07   1.170985691284e-07   5.220000000000e-08   9.999998324993e-01   1.659113323372e-07   7.956614724419e-10   7.957442888482e-10   2.038597598537e-09   2.168832232567e-19   1.586938173070e-09   5.124816303217e-02   9.487518333423e-01   1.560334982403e-08   3.320032169043e-18   1.296070113328e-08   2.629794147558e-02   9.737020299604e-01   
7.449943565043e+04   2.500000000000e+03   2.287772047718e+04   1.000000000000e-04   2.161999867614e-03   1.964341899514e+00   -5.581120975585e+02  5.581120975715e+01   1.170985705812e-07   1.170985705812e-07   5.220000000000e-08   9.999998335610e-01   1.659113326014e-07   2.648094891940e-10   2.648370518838e-10   6.784794871292e-10   2.402349170140e-20   5.281596532899e-10   5.124816301737e-02   9.487518357760e-01   5.193056721491e-09   3.677498212407e-19   4.313538893018e-09   2.629794190367e-02   9.737020485898e-01   
7.971005269968e+04   2.500000000000e+03   2.287772049176e+04   1.000000000000e-04   2.161999856149e-03   1.964341887845e+00   -5.581120979824e+02  5.581120979984e+01   1.170985717278e-07   1.170985717278e-07   5.220000000000e-08   9.999998339421e-01   1.659113326962e-07   7.446230824430e-11   7.447005865204e-11   1.907829996176e-10   1.899505298292e-21   1.485142660111e-10   5.124816301206e-02   9.487518366486e-01   1.460245981184e-09   2.907748576789e-20   1.212932609339e-09   2.629794205717e-02   9.737020552697e-01   
8.593700499742e+04   2.500000000000e+03   2.287772049622e+04   1.000000000000e-04   2.161999852648e-03   1.964341884282e+00   -5.581120981289e+02  5.581120981288e+01   1.170985720779e-07   1.170985720779e-07   5.220000000000e-08   9.999998340585e-01   1.659113327251e-07   1.634809513506e-11   1.634979672619e-11   4.188613945393e-11   9.155735119894e-23   3.260609840215e-11   5.124816301044e-02   9.487518369151e-01   3.205949536302e-10   1.401553122097e-21   2.662976503824e-10   2.629794210403e-02   9.737020573091e-01   
